person_id,image_id,slot,collection_status,consent_status,redaction_status,label_status
p_004566,p_004566_05,5,pending,pending,pending,pending
p_004566,p_004566_06,6,pending,pending,pending,pending
p_004566,p_004566_07,7,pending,pending,pending,pending
p_004566,p_004566_08,8,pending,pending,pending,pending
p_004566,p_004566_09,9,pending,pending,pending,pending
p_004566,p_004566_10,10,pending,pending,pending,pending
p_004567,p_004567_01,1,pending,pending,pending,pending
p_004567,p_004567_02,2,pending,pending,pending,pending
p_004567,p_004567_03,3,pending,pending,pending,pending
p_004567,p_004567_04,4,pending,pending,pending,pending
p_004567,p_004567_05,5,pending,pending,pending,pending
p_004567,p_004567_06,6,pending,pending,pending,pending
p_004567,p_004567_07,7,pending,pending,pending,pending
p_004567,p_004567_08,8,pending,pending,pending,pending
p_004567,p_004567_09,9,pending,pending,pending,pending
p_004567,p_004567_10,10,pending,pending,pending,pending
p_004568,p_004568_01,1,pending,pending,pending,pending
p_004568,p_004568_02,2,pending,pending,pending,pending
p_004568,p_004568_03,3,pending,pending,pending,pending
p_004568,p_004568_04,4,pending,pending,pending,pending
p_004568,p_004568_05,5,pending,pending,pending,pending
p_004568,p_004568_06,6,pending,pending,pending,pending
p_004568,p_004568_07,7,pending,pending,pending,pending
p_004568,p_004568_08,8,pending,pending,pending,pending
p_004568,p_004568_09,9,pending,pending,pending,pending
p_004568,p_004568_10,10,pending,pending,pending,pending
p_004569,p_004569_01,1,pending,pending,pending,pending
p_004569,p_004569_02,2,pending,pending,pending,pending
p_004569,p_004569_03,3,pending,pending,pending,pending
p_004569,p_004569_04,4,pending,pending,pending,pending
p_004569,p_004569_05,5,pending,pending,pending,pending
p_004569,p_004569_06,6,pending,pending,pending,pending
p_004569,p_004569_07,7,pending,pending,pending,pending
p_004569,p_004569_08,8,pending,pending,pending,pending
p_004569,p_004569_09,9,pending,pending,pending,pending
p_004569,p_004569_10,10,pending,pending,pending,pending
p_004570,p_004570_01,1,pending,pending,pending,pending
p_004570,p_004570_02,2,pending,pending,pending,pending
p_004570,p_004570_03,3,pending,pending,pending,pending
p_004570,p_004570_04,4,pending,pending,pending,pending
p_004570,p_004570_05,5,pending,pending,pending,pending
p_004570,p_004570_06,6,pending,pending,pending,pending
p_004570,p_004570_07,7,pending,pending,pending,pending
p_004570,p_004570_08,8,pending,pending,pending,pending
p_004570,p_004570_09,9,pending,pending,pending,pending
p_004570,p_004570_10,10,pending,pending,pending,pending
p_004571,p_004571_01,1,pending,pending,pending,pending
p_004571,p_004571_02,2,pending,pending,pending,pending
p_004571,p_004571_03,3,pending,pending,pending,pending
p_004571,p_004571_04,4,pending,pending,pending,pending
p_004571,p_004571_05,5,pending,pending,pending,pending
p_004571,p_004571_06,6,pending,pending,pending,pending
p_004571,p_004571_07,7,pending,pending,pending,pending
p_004571,p_004571_08,8,pending,pending,pending,pending
p_004571,p_004571_09,9,pending,pending,pending,pending
p_004571,p_004571_10,10,pending,pending,pending,pending
p_004572,p_004572_01,1,pending,pending,pending,pending
p_004572,p_004572_02,2,pending,pending,pending,pending
p_004572,p_004572_03,3,pending,pending,pending,pending
p_004572,p_004572_04,4,pending,pending,pending,pending
p_004572,p_004572_05,5,pending,pending,pending,pending
p_004572,p_004572_06,6,pending,pending,pending,pending
p_004572,p_004572_07,7,pending,pending,pending,pending
p_004572,p_004572_08,8,pending,pending,pending,pending
p_004572,p_004572_09,9,pending,pending,pending,pending
p_004572,p_004572_10,10,pending,pending,pending,pending
p_004573,p_004573_01,1,pending,pending,pending,pending
p_004573,p_004573_02,2,pending,pending,pending,pending
p_004573,p_004573_03,3,pending,pending,pending,pending
p_004573,p_004573_04,4,pending,pending,pending,pending
p_004573,p_004573_05,5,pending,pending,pending,pending
p_004573,p_004573_06,6,pending,pending,pending,pending
p_004573,p_004573_07,7,pending,pending,pending,pending
p_004573,p_004573_08,8,pending,pending,pending,pending
p_004573,p_004573_09,9,pending,pending,pending,pending
p_004573,p_004573_10,10,pending,pending,pending,pending
p_004574,p_004574_01,1,pending,pending,pending,pending
p_004574,p_004574_02,2,pending,pending,pending,pending
p_004574,p_004574_03,3,pending,pending,pending,pending
p_004574,p_004574_04,4,pending,pending,pending,pending
p_004574,p_004574_05,5,pending,pending,pending,pending
p_004574,p_004574_06,6,pending,pending,pending,pending
p_004574,p_004574_07,7,pending,pending,pending,pending
p_004574,p_004574_08,8,pending,pending,pending,pending
p_004574,p_004574_09,9,pending,pending,pending,pending
p_004574,p_004574_10,10,pending,pending,pending,pending
p_004575,p_004575_01,1,pending,pending,pending,pending
p_004575,p_004575_02,2,pending,pending,pending,pending
p_004575,p_004575_03,3,pending,pending,pending,pending
p_004575,p_004575_04,4,pending,pending,pending,pending
p_004575,p_004575_05,5,pending,pending,pending,pending
p_004575,p_004575_06,6,pending,pending,pending,pending
p_004575,p_004575_07,7,pending,pending,pending,pending
p_004575,p_004575_08,8,pending,pending,pending,pending
p_004575,p_004575_09,9,pending,pending,pending,pending
p_004575,p_004575_10,10,pending,pending,pending,pending
p_004576,p_004576_01,1,pending,pending,pending,pending
p_004576,p_004576_02,2,pending,pending,pending,pending
p_004576,p_004576_03,3,pending,pending,pending,pending
p_004576,p_004576_04,4,pending,pending,pending,pending
p_004576,p_004576_05,5,pending,pending,pending,pending
p_004576,p_004576_06,6,pending,pending,pending,pending
p_004576,p_004576_07,7,pending,pending,pending,pending
p_004576,p_004576_08,8,pending,pending,pending,pending
p_004576,p_004576_09,9,pending,pending,pending,pending
p_004576,p_004576_10,10,pending,pending,pending,pending
p_004577,p_004577_01,1,pending,pending,pending,pending
p_004577,p_004577_02,2,pending,pending,pending,pending
p_004577,p_004577_03,3,pending,pending,pending,pending
p_004577,p_004577_04,4,pending,pending,pending,pending
p_004577,p_004577_05,5,pending,pending,pending,pending
p_004577,p_004577_06,6,pending,pending,pending,pending
p_004577,p_004577_07,7,pending,pending,pending,pending
p_004577,p_004577_08,8,pending,pending,pending,pending
p_004577,p_004577_09,9,pending,pending,pending,pending
p_004577,p_004577_10,10,pending,pending,pending,pending
p_004578,p_004578_01,1,pending,pending,pending,pending
p_004578,p_004578_02,2,pending,pending,pending,pending
p_004578,p_004578_03,3,pending,pending,pending,pending
p_004578,p_004578_04,4,pending,pending,pending,pending
p_004578,p_004578_05,5,pending,pending,pending,pending
p_004578,p_004578_06,6,pending,pending,pending,pending
p_004578,p_004578_07,7,pending,pending,pending,pending
p_004578,p_004578_08,8,pending,pending,pending,pending
p_004578,p_004578_09,9,pending,pending,pending,pending
p_004578,p_004578_10,10,pending,pending,pending,pending
p_004579,p_004579_01,1,pending,pending,pending,pending
p_004579,p_004579_02,2,pending,pending,pending,pending
p_004579,p_004579_03,3,pending,pending,pending,pending
p_004579,p_004579_04,4,pending,pending,pending,pending
p_004579,p_004579_05,5,pending,pending,pending,pending
p_004579,p_004579_06,6,pending,pending,pending,pending
p_004579,p_004579_07,7,pending,pending,pending,pending
p_004579,p_004579_08,8,pending,pending,pending,pending
p_004579,p_004579_09,9,pending,pending,pending,pending
p_004579,p_004579_10,10,pending,pending,pending,pending
p_004580,p_004580_01,1,pending,pending,pending,pending
p_004580,p_004580_02,2,pending,pending,pending,pending
p_004580,p_004580_03,3,pending,pending,pending,pending
p_004580,p_004580_04,4,pending,pending,pending,pending
p_004580,p_004580_05,5,pending,pending,pending,pending
p_004580,p_004580_06,6,pending,pending,pending,pending
p_004580,p_004580_07,7,pending,pending,pending,pending
p_004580,p_004580_08,8,pending,pending,pending,pending
p_004580,p_004580_09,9,pending,pending,pending,pending
p_004580,p_004580_10,10,pending,pending,pending,pending
p_004581,p_004581_01,1,pending,pending,pending,pending
p_004581,p_004581_02,2,pending,pending,pending,pending
p_004581,p_004581_03,3,pending,pending,pending,pending
p_004581,p_004581_04,4,pending,pending,pending,pending
p_004581,p_004581_05,5,pending,pending,pending,pending
p_004581,p_004581_06,6,pending,pending,pending,pending
p_004581,p_004581_07,7,pending,pending,pending,pending
p_004581,p_004581_08,8,pending,pending,pending,pending
p_004581,p_004581_09,9,pending,pending,pending,pending
p_004581,p_004581_10,10,pending,pending,pending,pending
p_004582,p_004582_01,1,pending,pending,pending,pending
p_004582,p_004582_02,2,pending,pending,pending,pending
p_004582,p_004582_03,3,pending,pending,pending,pending
p_004582,p_004582_04,4,pending,pending,pending,pending
p_004582,p_004582_05,5,pending,pending,pending,pending
p_004582,p_004582_06,6,pending,pending,pending,pending
p_004582,p_004582_07,7,pending,pending,pending,pending
p_004582,p_004582_08,8,pending,pending,pending,pending
p_004582,p_004582_09,9,pending,pending,pending,pending
p_004582,p_004582_10,10,pending,pending,pending,pending
p_004583,p_004583_01,1,pending,pending,pending,pending
p_004583,p_004583_02,2,pending,pending,pending,pending
p_004583,p_004583_03,3,pending,pending,pending,pending
p_004583,p_004583_04,4,pending,pending,pending,pending
p_004583,p_004583_05,5,pending,pending,pending,pending
p_004583,p_004583_06,6,pending,pending,pending,pending
p_004583,p_004583_07,7,pending,pending,pending,pending
p_004583,p_004583_08,8,pending,pending,pending,pending
p_004583,p_004583_09,9,pending,pending,pending,pending
p_004583,p_004583_10,10,pending,pending,pending,pending
p_004584,p_004584_01,1,pending,pending,pending,pending
p_004584,p_004584_02,2,pending,pending,pending,pending
p_004584,p_004584_03,3,pending,pending,pending,pending
p_004584,p_004584_04,4,pending,pending,pending,pending
p_004584,p_004584_05,5,pending,pending,pending,pending
p_004584,p_004584_06,6,pending,pending,pending,pending
p_004584,p_004584_07,7,pending,pending,pending,pending
p_004584,p_004584_08,8,pending,pending,pending,pending
p_004584,p_004584_09,9,pending,pending,pending,pending
p_004584,p_004584_10,10,pending,pending,pending,pending
p_004585,p_004585_01,1,pending,pending,pending,pending
p_004585,p_004585_02,2,pending,pending,pending,pending
p_004585,p_004585_03,3,pending,pending,pending,pending
p_004585,p_004585_04,4,pending,pending,pending,pending
p_004585,p_004585_05,5,pending,pending,pending,pending
p_004585,p_004585_06,6,pending,pending,pending,pending
p_004585,p_004585_07,7,pending,pending,pending,pending
p_004585,p_004585_08,8,pending,pending,pending,pending
p_004585,p_004585_09,9,pending,pending,pending,pending
p_004585,p_004585_10,10,pending,pending,pending,pending
p_004586,p_004586_01,1,pending,pending,pending,pending
p_004586,p_004586_02,2,pending,pending,pending,pending
p_004586,p_004586_03,3,pending,pending,pending,pending
p_004586,p_004586_04,4,pending,pending,pending,pending
p_004586,p_004586_05,5,pending,pending,pending,pending
p_004586,p_004586_06,6,pending,pending,pending,pending
p_004586,p_004586_07,7,pending,pending,pending,pending
p_004586,p_004586_08,8,pending,pending,pending,pending
p_004586,p_004586_09,9,pending,pending,pending,pending
p_004586,p_004586_10,10,pending,pending,pending,pending
p_004587,p_004587_01,1,pending,pending,pending,pending
p_004587,p_004587_02,2,pending,pending,pending,pending
p_004587,p_004587_03,3,pending,pending,pending,pending
p_004587,p_004587_04,4,pending,pending,pending,pending
p_004587,p_004587_05,5,pending,pending,pending,pending
p_004587,p_004587_06,6,pending,pending,pending,pending
p_004587,p_004587_07,7,pending,pending,pending,pending
p_004587,p_004587_08,8,pending,pending,pending,pending
p_004587,p_004587_09,9,pending,pending,pending,pending
p_004587,p_004587_10,10,pending,pending,pending,pending
p_004588,p_004588_01,1,pending,pending,pending,pending
p_004588,p_004588_02,2,pending,pending,pending,pending
p_004588,p_004588_03,3,pending,pending,pending,pending
p_004588,p_004588_04,4,pending,pending,pending,pending
p_004588,p_004588_05,5,pending,pending,pending,pending
p_004588,p_004588_06,6,pending,pending,pending,pending
p_004588,p_004588_07,7,pending,pending,pending,pending
p_004588,p_004588_08,8,pending,pending,pending,pending
p_004588,p_004588_09,9,pending,pending,pending,pending
p_004588,p_004588_10,10,pending,pending,pending,pending
p_004589,p_004589_01,1,pending,pending,pending,pending
p_004589,p_004589_02,2,pending,pending,pending,pending
p_004589,p_004589_03,3,pending,pending,pending,pending
p_004589,p_004589_04,4,pending,pending,pending,pending
p_004589,p_004589_05,5,pending,pending,pending,pending
p_004589,p_004589_06,6,pending,pending,pending,pending
p_004589,p_004589_07,7,pending,pending,pending,pending
p_004589,p_004589_08,8,pending,pending,pending,pending
p_004589,p_004589_09,9,pending,pending,pending,pending
p_004589,p_004589_10,10,pending,pending,pending,pending
p_004590,p_004590_01,1,pending,pending,pending,pending
p_004590,p_004590_02,2,pending,pending,pending,pending
p_004590,p_004590_03,3,pending,pending,pending,pending
p_004590,p_004590_04,4,pending,pending,pending,pending
p_004590,p_004590_05,5,pending,pending,pending,pending
p_004590,p_004590_06,6,pending,pending,pending,pending
p_004590,p_004590_07,7,pending,pending,pending,pending
p_004590,p_004590_08,8,pending,pending,pending,pending
p_004590,p_004590_09,9,pending,pending,pending,pending
p_004590,p_004590_10,10,pending,pending,pending,pending
p_004591,p_004591_01,1,pending,pending,pending,pending
p_004591,p_004591_02,2,pending,pending,pending,pending
p_004591,p_004591_03,3,pending,pending,pending,pending
p_004591,p_004591_04,4,pending,pending,pending,pending
p_004591,p_004591_05,5,pending,pending,pending,pending
p_004591,p_004591_06,6,pending,pending,pending,pending
p_004591,p_004591_07,7,pending,pending,pending,pending
p_004591,p_004591_08,8,pending,pending,pending,pending
p_004591,p_004591_09,9,pending,pending,pending,pending
p_004591,p_004591_10,10,pending,pending,pending,pending
p_004592,p_004592_01,1,pending,pending,pending,pending
p_004592,p_004592_02,2,pending,pending,pending,pending
p_004592,p_004592_03,3,pending,pending,pending,pending
p_004592,p_004592_04,4,pending,pending,pending,pending
p_004592,p_004592_05,5,pending,pending,pending,pending
p_004592,p_004592_06,6,pending,pending,pending,pending
p_004592,p_004592_07,7,pending,pending,pending,pending
p_004592,p_004592_08,8,pending,pending,pending,pending
p_004592,p_004592_09,9,pending,pending,pending,pending
p_004592,p_004592_10,10,pending,pending,pending,pending
p_004593,p_004593_01,1,pending,pending,pending,pending
p_004593,p_004593_02,2,pending,pending,pending,pending
p_004593,p_004593_03,3,pending,pending,pending,pending
p_004593,p_004593_04,4,pending,pending,pending,pending
p_004593,p_004593_05,5,pending,pending,pending,pending
p_004593,p_004593_06,6,pending,pending,pending,pending
p_004593,p_004593_07,7,pending,pending,pending,pending
p_004593,p_004593_08,8,pending,pending,pending,pending
p_004593,p_004593_09,9,pending,pending,pending,pending
p_004593,p_004593_10,10,pending,pending,pending,pending
p_004594,p_004594_01,1,pending,pending,pending,pending
p_004594,p_004594_02,2,pending,pending,pending,pending
p_004594,p_004594_03,3,pending,pending,pending,pending
p_004594,p_004594_04,4,pending,pending,pending,pending
p_004594,p_004594_05,5,pending,pending,pending,pending
p_004594,p_004594_06,6,pending,pending,pending,pending
p_004594,p_004594_07,7,pending,pending,pending,pending
p_004594,p_004594_08,8,pending,pending,pending,pending
p_004594,p_004594_09,9,pending,pending,pending,pending
p_004594,p_004594_10,10,pending,pending,pending,pending
p_004595,p_004595_01,1,pending,pending,pending,pending
p_004595,p_004595_02,2,pending,pending,pending,pending
p_004595,p_004595_03,3,pending,pending,pending,pending
p_004595,p_004595_04,4,pending,pending,pending,pending
p_004595,p_004595_05,5,pending,pending,pending,pending
p_004595,p_004595_06,6,pending,pending,pending,pending
p_004595,p_004595_07,7,pending,pending,pending,pending
p_004595,p_004595_08,8,pending,pending,pending,pending
p_004595,p_004595_09,9,pending,pending,pending,pending
p_004595,p_004595_10,10,pending,pending,pending,pending
p_004596,p_004596_01,1,pending,pending,pending,pending
p_004596,p_004596_02,2,pending,pending,pending,pending
p_004596,p_004596_03,3,pending,pending,pending,pending
p_004596,p_004596_04,4,pending,pending,pending,pending
p_004596,p_004596_05,5,pending,pending,pending,pending
p_004596,p_004596_06,6,pending,pending,pending,pending
p_004596,p_004596_07,7,pending,pending,pending,pending
p_004596,p_004596_08,8,pending,pending,pending,pending
p_004596,p_004596_09,9,pending,pending,pending,pending
p_004596,p_004596_10,10,pending,pending,pending,pending
p_004597,p_004597_01,1,pending,pending,pending,pending
p_004597,p_004597_02,2,pending,pending,pending,pending
p_004597,p_004597_03,3,pending,pending,pending,pending
p_004597,p_004597_04,4,pending,pending,pending,pending
p_004597,p_004597_05,5,pending,pending,pending,pending
p_004597,p_004597_06,6,pending,pending,pending,pending
p_004597,p_004597_07,7,pending,pending,pending,pending
p_004597,p_004597_08,8,pending,pending,pending,pending
p_004597,p_004597_09,9,pending,pending,pending,pending
p_004597,p_004597_10,10,pending,pending,pending,pending
p_004598,p_004598_01,1,pending,pending,pending,pending
p_004598,p_004598_02,2,pending,pending,pending,pending
p_004598,p_004598_03,3,pending,pending,pending,pending
p_004598,p_004598_04,4,pending,pending,pending,pending
p_004598,p_004598_05,5,pending,pending,pending,pending
p_004598,p_004598_06,6,pending,pending,pending,pending
p_004598,p_004598_07,7,pending,pending,pending,pending
p_004598,p_004598_08,8,pending,pending,pending,pending
p_004598,p_004598_09,9,pending,pending,pending,pending
p_004598,p_004598_10,10,pending,pending,pending,pending
p_004599,p_004599_01,1,pending,pending,pending,pending
p_004599,p_004599_02,2,pending,pending,pending,pending
p_004599,p_004599_03,3,pending,pending,pending,pending
p_004599,p_004599_04,4,pending,pending,pending,pending
p_004599,p_004599_05,5,pending,pending,pending,pending
p_004599,p_004599_06,6,pending,pending,pending,pending
p_004599,p_004599_07,7,pending,pending,pending,pending
p_004599,p_004599_08,8,pending,pending,pending,pending
p_004599,p_004599_09,9,pending,pending,pending,pending
p_004599,p_004599_10,10,pending,pending,pending,pending
p_004600,p_004600_01,1,pending,pending,pending,pending
p_004600,p_004600_02,2,pending,pending,pending,pending
p_004600,p_004600_03,3,pending,pending,pending,pending
p_004600,p_004600_04,4,pending,pending,pending,pending
p_004600,p_004600_05,5,pending,pending,pending,pending
p_004600,p_004600_06,6,pending,pending,pending,pending
p_004600,p_004600_07,7,pending,pending,pending,pending
p_004600,p_004600_08,8,pending,pending,pending,pending
p_004600,p_004600_09,9,pending,pending,pending,pending
p_004600,p_004600_10,10,pending,pending,pending,pending
p_004601,p_004601_01,1,pending,pending,pending,pending
p_004601,p_004601_02,2,pending,pending,pending,pending
p_004601,p_004601_03,3,pending,pending,pending,pending
p_004601,p_004601_04,4,pending,pending,pending,pending
p_004601,p_004601_05,5,pending,pending,pending,pending
p_004601,p_004601_06,6,pending,pending,pending,pending
p_004601,p_004601_07,7,pending,pending,pending,pending
p_004601,p_004601_08,8,pending,pending,pending,pending
p_004601,p_004601_09,9,pending,pending,pending,pending
p_004601,p_004601_10,10,pending,pending,pending,pending
p_004602,p_004602_01,1,pending,pending,pending,pending
p_004602,p_004602_02,2,pending,pending,pending,pending
p_004602,p_004602_03,3,pending,pending,pending,pending
p_004602,p_004602_04,4,pending,pending,pending,pending
p_004602,p_004602_05,5,pending,pending,pending,pending
p_004602,p_004602_06,6,pending,pending,pending,pending
p_004602,p_004602_07,7,pending,pending,pending,pending
p_004602,p_004602_08,8,pending,pending,pending,pending
p_004602,p_004602_09,9,pending,pending,pending,pending
p_004602,p_004602_10,10,pending,pending,pending,pending
p_004603,p_004603_01,1,pending,pending,pending,pending
p_004603,p_004603_02,2,pending,pending,pending,pending
p_004603,p_004603_03,3,pending,pending,pending,pending
p_004603,p_004603_04,4,pending,pending,pending,pending
p_004603,p_004603_05,5,pending,pending,pending,pending
p_004603,p_004603_06,6,pending,pending,pending,pending
p_004603,p_004603_07,7,pending,pending,pending,pending
p_004603,p_004603_08,8,pending,pending,pending,pending
p_004603,p_004603_09,9,pending,pending,pending,pending
p_004603,p_004603_10,10,pending,pending,pending,pending
p_004604,p_004604_01,1,pending,pending,pending,pending
p_004604,p_004604_02,2,pending,pending,pending,pending
p_004604,p_004604_03,3,pending,pending,pending,pending
p_004604,p_004604_04,4,pending,pending,pending,pending
p_004604,p_004604_05,5,pending,pending,pending,pending
p_004604,p_004604_06,6,pending,pending,pending,pending
p_004604,p_004604_07,7,pending,pending,pending,pending
p_004604,p_004604_08,8,pending,pending,pending,pending
p_004604,p_004604_09,9,pending,pending,pending,pending
p_004604,p_004604_10,10,pending,pending,pending,pending
p_004605,p_004605_01,1,pending,pending,pending,pending
p_004605,p_004605_02,2,pending,pending,pending,pending
p_004605,p_004605_03,3,pending,pending,pending,pending
p_004605,p_004605_04,4,pending,pending,pending,pending
p_004605,p_004605_05,5,pending,pending,pending,pending
p_004605,p_004605_06,6,pending,pending,pending,pending
p_004605,p_004605_07,7,pending,pending,pending,pending
p_004605,p_004605_08,8,pending,pending,pending,pending
p_004605,p_004605_09,9,pending,pending,pending,pending
p_004605,p_004605_10,10,pending,pending,pending,pending
p_004606,p_004606_01,1,pending,pending,pending,pending
p_004606,p_004606_02,2,pending,pending,pending,pending
p_004606,p_004606_03,3,pending,pending,pending,pending
p_004606,p_004606_04,4,pending,pending,pending,pending
p_004606,p_004606_05,5,pending,pending,pending,pending
p_004606,p_004606_06,6,pending,pending,pending,pending
p_004606,p_004606_07,7,pending,pending,pending,pending
p_004606,p_004606_08,8,pending,pending,pending,pending
p_004606,p_004606_09,9,pending,pending,pending,pending
p_004606,p_004606_10,10,pending,pending,pending,pending
p_004607,p_004607_01,1,pending,pending,pending,pending
p_004607,p_004607_02,2,pending,pending,pending,pending
p_004607,p_004607_03,3,pending,pending,pending,pending
p_004607,p_004607_04,4,pending,pending,pending,pending
p_004607,p_004607_05,5,pending,pending,pending,pending
p_004607,p_004607_06,6,pending,pending,pending,pending
p_004607,p_004607_07,7,pending,pending,pending,pending
p_004607,p_004607_08,8,pending,pending,pending,pending
p_004607,p_004607_09,9,pending,pending,pending,pending
p_004607,p_004607_10,10,pending,pending,pending,pending
p_004608,p_004608_01,1,pending,pending,pending,pending
p_004608,p_004608_02,2,pending,pending,pending,pending
p_004608,p_004608_03,3,pending,pending,pending,pending
p_004608,p_004608_04,4,pending,pending,pending,pending
p_004608,p_004608_05,5,pending,pending,pending,pending
p_004608,p_004608_06,6,pending,pending,pending,pending
p_004608,p_004608_07,7,pending,pending,pending,pending
p_004608,p_004608_08,8,pending,pending,pending,pending
p_004608,p_004608_09,9,pending,pending,pending,pending
p_004608,p_004608_10,10,pending,pending,pending,pending
p_004609,p_004609_01,1,pending,pending,pending,pending
p_004609,p_004609_02,2,pending,pending,pending,pending
p_004609,p_004609_03,3,pending,pending,pending,pending
p_004609,p_004609_04,4,pending,pending,pending,pending
p_004609,p_004609_05,5,pending,pending,pending,pending
p_004609,p_004609_06,6,pending,pending,pending,pending
p_004609,p_004609_07,7,pending,pending,pending,pending
p_004609,p_004609_08,8,pending,pending,pending,pending
p_004609,p_004609_09,9,pending,pending,pending,pending
p_004609,p_004609_10,10,pending,pending,pending,pending
p_004610,p_004610_01,1,pending,pending,pending,pending
p_004610,p_004610_02,2,pending,pending,pending,pending
p_004610,p_004610_03,3,pending,pending,pending,pending
p_004610,p_004610_04,4,pending,pending,pending,pending
p_004610,p_004610_05,5,pending,pending,pending,pending
p_004610,p_004610_06,6,pending,pending,pending,pending
p_004610,p_004610_07,7,pending,pending,pending,pending
p_004610,p_004610_08,8,pending,pending,pending,pending
p_004610,p_004610_09,9,pending,pending,pending,pending
p_004610,p_004610_10,10,pending,pending,pending,pending
p_004611,p_004611_01,1,pending,pending,pending,pending
p_004611,p_004611_02,2,pending,pending,pending,pending
p_004611,p_004611_03,3,pending,pending,pending,pending
p_004611,p_004611_04,4,pending,pending,pending,pending
p_004611,p_004611_05,5,pending,pending,pending,pending
p_004611,p_004611_06,6,pending,pending,pending,pending
p_004611,p_004611_07,7,pending,pending,pending,pending
p_004611,p_004611_08,8,pending,pending,pending,pending
p_004611,p_004611_09,9,pending,pending,pending,pending
p_004611,p_004611_10,10,pending,pending,pending,pending
p_004612,p_004612_01,1,pending,pending,pending,pending
p_004612,p_004612_02,2,pending,pending,pending,pending
p_004612,p_004612_03,3,pending,pending,pending,pending
p_004612,p_004612_04,4,pending,pending,pending,pending
p_004612,p_004612_05,5,pending,pending,pending,pending
p_004612,p_004612_06,6,pending,pending,pending,pending
p_004612,p_004612_07,7,pending,pending,pending,pending
p_004612,p_004612_08,8,pending,pending,pending,pending
p_004612,p_004612_09,9,pending,pending,pending,pending
p_004612,p_004612_10,10,pending,pending,pending,pending
p_004613,p_004613_01,1,pending,pending,pending,pending
p_004613,p_004613_02,2,pending,pending,pending,pending
p_004613,p_004613_03,3,pending,pending,pending,pending
p_004613,p_004613_04,4,pending,pending,pending,pending
p_004613,p_004613_05,5,pending,pending,pending,pending
p_004613,p_004613_06,6,pending,pending,pending,pending
p_004613,p_004613_07,7,pending,pending,pending,pending
p_004613,p_004613_08,8,pending,pending,pending,pending
p_004613,p_004613_09,9,pending,pending,pending,pending
p_004613,p_004613_10,10,pending,pending,pending,pending
p_004614,p_004614_01,1,pending,pending,pending,pending
p_004614,p_004614_02,2,pending,pending,pending,pending
p_004614,p_004614_03,3,pending,pending,pending,pending
p_004614,p_004614_04,4,pending,pending,pending,pending
p_004614,p_004614_05,5,pending,pending,pending,pending
p_004614,p_004614_06,6,pending,pending,pending,pending
p_004614,p_004614_07,7,pending,pending,pending,pending
p_004614,p_004614_08,8,pending,pending,pending,pending
p_004614,p_004614_09,9,pending,pending,pending,pending
p_004614,p_004614_10,10,pending,pending,pending,pending
p_004615,p_004615_01,1,pending,pending,pending,pending
p_004615,p_004615_02,2,pending,pending,pending,pending
p_004615,p_004615_03,3,pending,pending,pending,pending
p_004615,p_004615_04,4,pending,pending,pending,pending
p_004615,p_004615_05,5,pending,pending,pending,pending
p_004615,p_004615_06,6,pending,pending,pending,pending
p_004615,p_004615_07,7,pending,pending,pending,pending
p_004615,p_004615_08,8,pending,pending,pending,pending
p_004615,p_004615_09,9,pending,pending,pending,pending
p_004615,p_004615_10,10,pending,pending,pending,pending
p_004616,p_004616_01,1,pending,pending,pending,pending
p_004616,p_004616_02,2,pending,pending,pending,pending
p_004616,p_004616_03,3,pending,pending,pending,pending
p_004616,p_004616_04,4,pending,pending,pending,pending
p_004616,p_004616_05,5,pending,pending,pending,pending
p_004616,p_004616_06,6,pending,pending,pending,pending
p_004616,p_004616_07,7,pending,pending,pending,pending
p_004616,p_004616_08,8,pending,pending,pending,pending
p_004616,p_004616_09,9,pending,pending,pending,pending
p_004616,p_004616_10,10,pending,pending,pending,pending
p_004617,p_004617_01,1,pending,pending,pending,pending
p_004617,p_004617_02,2,pending,pending,pending,pending
p_004617,p_004617_03,3,pending,pending,pending,pending
p_004617,p_004617_04,4,pending,pending,pending,pending
p_004617,p_004617_05,5,pending,pending,pending,pending
p_004617,p_004617_06,6,pending,pending,pending,pending
p_004617,p_004617_07,7,pending,pending,pending,pending
p_004617,p_004617_08,8,pending,pending,pending,pending
p_004617,p_004617_09,9,pending,pending,pending,pending
p_004617,p_004617_10,10,pending,pending,pending,pending
p_004618,p_004618_01,1,pending,pending,pending,pending
p_004618,p_004618_02,2,pending,pending,pending,pending
p_004618,p_004618_03,3,pending,pending,pending,pending
p_004618,p_004618_04,4,pending,pending,pending,pending
p_004618,p_004618_05,5,pending,pending,pending,pending
p_004618,p_004618_06,6,pending,pending,pending,pending
p_004618,p_004618_07,7,pending,pending,pending,pending
p_004618,p_004618_08,8,pending,pending,pending,pending
p_004618,p_004618_09,9,pending,pending,pending,pending
p_004618,p_004618_10,10,pending,pending,pending,pending
p_004619,p_004619_01,1,pending,pending,pending,pending
p_004619,p_004619_02,2,pending,pending,pending,pending
p_004619,p_004619_03,3,pending,pending,pending,pending
p_004619,p_004619_04,4,pending,pending,pending,pending
p_004619,p_004619_05,5,pending,pending,pending,pending
p_004619,p_004619_06,6,pending,pending,pending,pending
p_004619,p_004619_07,7,pending,pending,pending,pending
p_004619,p_004619_08,8,pending,pending,pending,pending
p_004619,p_004619_09,9,pending,pending,pending,pending
p_004619,p_004619_10,10,pending,pending,pending,pending
p_004620,p_004620_01,1,pending,pending,pending,pending
